,Address,City,Owner Name,Mailing Address,Price,Number of Units,Total area,Number Of Stories,Lot Size,Type,Year Built,location,point,latitude,longitude,altitude
5701,"0000 Fir Street, Silver Springs, NV, 89429","Silver Springs, NV 89429 ·",,,3700000.0, , , ,2 - 167.18 AC,Land, ,"Fir St, Silver Springs, NV 89429, USA","['39.3756048', '-119.29138', '0.0']",39.3756048,-119.29138,0.0
5702,"3433 Losee Road, North Las Vegas, NV, 89030","North Las Vegas, NV 89030 ·",,,3191500.0, ,32250, ,"60,000 SF",Industrial, ,"3433 Losee Rd, North Las Vegas, NV 89030, USA","['36.222661', '-115.1242048', '0.0']",36.222661,-115.1242048,0.0
5703,"1330 S Valley View Blvd, Las Vegas, NV, 89102","Las Vegas, NV 89102 ·",,,5500000.0, ,18147,1,"154,638 SF",Office,1994,"1330 S Valley View Blvd, Las Vegas, NV 89102, USA","['36.15596439999999', '-115.1941253', '0.0']",36.15596439999999,-115.1941253,0.0
5704,"West Commercial Row, Reno, NV, 89501","Reno, NV 89501 ·",,,4293622.0, , , ,2.73 AC,Land, ,"W Commercial Row, Reno, NV 89501, USA","['39.527491', '-119.8176284', '0.0']",39.527491,-119.8176284,0.0
5705,"95 S Arroyo Grande Blvd, Henderson, NV, 89012","Henderson, NV 89012 ·",,,3200000.0, ,11863,1,"46,609 SF",Retail,2005,"95 S Arroyo Grande Blvd, Henderson, NV 89012, USA","['36.0233008', '-115.0563761', '0.0']",36.0233008,-115.0563761,0.0
5706,"953 E. Sahara Ave., Las Vegas, NV, 89104","Las Vegas, NV 89104 ·",,,5000000.0, , , ,1.04 AC,Retail, ,"953 E Sahara Ave, Las Vegas, NV 89109, USA","['36.142244', '-115.1423178', '0.0']",36.142244,-115.1423178,0.0
5707,"0 N. Virginia Street &, Reno, NV, 89506","Reno, NV 89506 ·",,,12700000.0, , , ,127 AC,Land, ,"9460 N Virginia St, Reno, NV 89506, USA","['39.6106293', '-119.8623105', '0.0']",39.6106293,-119.8623105,0.0
5708,"0 Reno Park Blvd, Reno, NV, 89506","Reno, NV 89506 ·",,,3900000.0, , , ,131 AC,Land, ,"19955 S Reno Park Blvd, Reno, NV 89508, USA","['39.658591', '-119.999813', '0.0']",39.658591,-119.999813,0.0
5709,"2635 Karen Ct, Las Vegas, NV, 89109","Las Vegas, NV 89109 ·",,,28000000.0, , , ,8 AC,Land, ,"2635 Karen Ct, Las Vegas, NV 89109, USA","['36.1417225', '-115.1512229', '0.0']",36.1417225,-115.1512229,0.0
5710,"130-132 W. 2nd Street, Reno, NV, 89501","Reno, NV 89501 ·",,,4350000.0,77,34907,3,"9,723 SF",Multifamily,1915,"130 W 2nd St, Reno, NV 89501, USA","['39.5264248', '-119.8153013', '0.0']",39.5264248,-119.8153013,0.0
5711,"Las Vegas Blvd. South & Welpman Ave., Henderson, NV, 89044","Henderson, NV 89044 ·",,,3500000.0, , , ,10 AC,Land, ,"W Welpman Way & S Las Vegas Blvd, Enterprise, NV 89044, USA","['35.9586749', '-115.1729593', '0.0']",35.9586749,-115.1729593,0.0
5712,"Highway 305, Battle Mountain, NV, 89820","Battle Mountain, NV 89820 ·",,,9500000.0, , , ,"480 - 31,218 AC",Agricultural, ,"NV-305, Battle Mountain, NV, USA","['40.6421004', '-116.9347064', '0.0']",40.6421004,-116.9347064,0.0
5713,"7401 W. Charleston, Las Vegas, NV, 89117","Las Vegas, NV 89117 ·",,,10000000.0, ,33954, ,2.22 AC,Office, ,"7401 W Charleston Blvd, Las Vegas, NV 89117, USA","['36.1584896', '-115.2534287', '0.0']",36.1584896,-115.2534287,0.0
5714,"1461-1477 East Lake Mead Parkway, Henderson, NV, 89011","Henderson, NV 89011 ·",,,5500000.0, , ,1,5.14 AC,Retail, ,"1461 E Lake Mead Pkwy, Henderson, NV 89015, USA","['36.0746899', '-114.953904', '0.0']",36.0746899,-114.953904,0.0
5715,"911 E. Charleston, Las Vegas, NV, 89104","Las Vegas, NV 89104 ·",,,4900000.0, , , ,2.10 AC,Land, ,"911 E Charleston Blvd, Las Vegas, NV 89104, USA","['36.1590552', '-115.1407992', '0.0']",36.1590552,-115.1407992,0.0
5716,"250 Falcon Ridge Parkway, Mesquite, NV, 89027","Mesquite, NV 89027 ·",,,5667000.0, ,14820,1,2.23 AC,Retail,2008,"250 Falcon Ridge Pkwy, Mesquite, NV 89027, USA","['36.8067996', '-114.1109564', '0.0']",36.8067996,-114.1109564,0.0
5717,"955 Grier Dr., Las Vegas, NV, 89119","Las Vegas, NV 89119 ·",,,6750000.0, ,45998, ,3.42 AC,Industrial, ,"955 Grier Dr, Las Vegas, NV 89119, USA","['36.0679974', '-115.1419472', '0.0']",36.0679974,-115.1419472,0.0
5718,"Lemmon Dr and US 395, Reno, NV, 89506","Reno, NV 89506 ·",,,4937090.0, , , ,18.89 AC,Land, ,"280 Vista Knoll Pkwy Ste 114, Reno, NV 89506, USA","['39.617176', '-119.8541412', '0.0']",39.617176,-119.8541412,0.0
5719,"1995 S. Highway 95-A, Fernley, NV, 89408","Fernley, NV 89408 ·",,,7365000.0, , , ,422 AC,Land, ,"1965 S Hwy 95a, Fernley, NV 89408, USA","['39.5407867', '-119.2370376', '0.0']",39.5407867,-119.2370376,0.0
5720,"321 S Casino Center Blvd, Las Vegas, NV, 89101","Las Vegas, NV 89101 ·",,,23500000.0, ,126000,7,1.05 AC,Retail,2007,"321 S Casino Center Blvd, Las Vegas, NV 89101, USA","['36.1673841', '-115.1458384', '0.0']",36.1673841,-115.1458384,0.0
5721,"I-80 near Robb Dr, Reno, NV, 89523","Reno, NV 89523 ·",,,6000000.0, , , ,"1,509,350 SF",Land, ,"Reno, NV 89503, USA","['39.5285214', '-119.8286678', '0.0']",39.5285214,-119.8286678,0.0
5722,"Heybourne and Johnson Lane, Minden, NV, 89423","Minden, NV 89423 ·",,,6800000.0, , , ,40 AC,Land, ,"Heybourne Rd & Johnson Ln, Nevada 89423, USA","['39.0266652', '-119.7610708', '0.0']",39.0266652,-119.7610708,0.0
5723,"2440-2494 Industrial Rd, Las Vegas, NV, 89102","Las Vegas, NV 89102 ·",,,7950000.0, ,60954,1,2.65 AC,Industrial,1972,"2440 S Industrial Rd, Las Vegas, NV 89102, USA","['36.1442827', '-115.1644893', '0.0']",36.1442827,-115.1644893,0.0
5724,"6760 & 6750 Boulder Hwy, Las Vegas, NV, 89122","Las Vegas, NV 89122 ·",,,4250000.0, ,31168,1,"108,028 SF",Retail,1996,"6750 Boulder Hwy #6760, Las Vegas, NV 89122, USA","['36.0771133', '-115.0267788', '0.0']",36.0771133,-115.0267788,0.0
5725,"3890 S Nellis Blvd, Las Vegas, NV, 89121","Las Vegas, NV 89121 ·",,,14750000.0, , , ,22.74 AC,Land, ,"3890 S Nellis Blvd, Las Vegas, NV 89121, USA","['36.1187071', '-115.0643957', '0.0']",36.1187071,-115.0643957,0.0
5726,"1 UAS Drive, Fernley, NV, 89408","Fernley, NV 89408 ·",,,7344000.0, , , ,421 AC,Land, ,"1st St, Fernley, NV 89408, USA","['39.60865099999999', '-119.2536866', '0.0']",39.60865099999999,-119.2536866,0.0
5727,"North Virginia Street, Reno, NV, 89506","Reno, NV 89506 ·",,,5750000.0, , , ,10 - 65.08 AC,Land, ,"N Virginia St, Reno, NV 89506, USA","['39.6199967', '-119.8925988', '0.0']",39.6199967,-119.8925988,0.0
5728,307,"Las Vegas, NV 89101 ·",,,5000000.0, , , ,0.53 AC,Land, ,"85 Gateway Blvd, Rock Springs, WY 82901, USA","['41.5770502', '-109.2502376', '0.0']",41.5770502,-109.2502376,0.0
5729,"3560 E Flamingo Rd, Las Vegas, NV, 89121","Las Vegas, NV 89121 ·",,,6850000.0, ,21723,2,"45,738 SF",Office,1997,"3560 E Flamingo Rd, Las Vegas, NV 89121, USA","['36.1159741', '-115.0974734', '0.0']",36.1159741,-115.0974734,0.0
5730,177,"Stateline, NV 89449 ·",,,5750000.0, ,16280, , ,Retail, ,"177 Rd 29, Niotaze, KS 67355, USA","['37.0206228', '-96.02315139999999', '0.0']",37.0206228,-96.02315139999999,0.0
5731,"6401-6441 N Durango Dr, Las Vegas, NV, 89149","Las Vegas, NV 89149 ·",,,6453895.0, , ,1,1.97 AC,Retail,2008,"6401 N Durango Dr, Las Vegas, NV 89149, USA","['36.2775545', '-115.2886202', '0.0']",36.2775545,-115.2886202,0.0
5732,"4880 W Silverado Ranch Blvd, Las Vegas, NV, 89139","Las Vegas, NV 89139 ·",,,3550000.0, ,5239, ,0.74 AC,Retail,2017,"4880 W Silverado Ranch Blvd, Las Vegas, NV 89139, USA","['36.0142708', '-115.2070948', '0.0']",36.0142708,-115.2070948,0.0
5733,"155 Stevenson Street, Reno, NV, 89503","Reno, NV 89503 ·",,,4500000.0, ,39089, ,"56,000 SF",Special Purpose, ,"155 Stevenson St, Reno, NV 89503, USA","['39.52508419999999', '-119.8185035', '0.0']",39.52508419999999,-119.8185035,0.0
5734,"1057 Whitney Ranch, Henderson, NV, 89014","Henderson, NV 89014 ·",,,3500000.0, ,22000,3,1.29 AC,Office,2008,"1057 Whitney Ranch Dr, Henderson, NV 89014, USA","['36.0810555', '-115.0546153', '0.0']",36.0810555,-115.0546153,0.0
5735,"6005 Plumas St, Reno, NV, 89509","Reno, NV 89509 ·",,,7400000.0, ,33507,3,2.80 AC,Office,1999,"6005 Plumas St, Reno, NV 89519, USA","['39.476074', '-119.8128483', '0.0']",39.476074,-119.8128483,0.0
5736,"111 Reno Hwy, Hazen, NV, 89408","Hazen, NV 89408 ·",,,8000000.0, , , ,"2,308 AC",Land, ,"111 Reno Hwy, Fernley, NV 89408, USA","['39.552902', '-119.02964', '0.0']",39.552902,-119.02964,0.0
5737,"1362 N Hwy 395, Gardnerville, NV, 89410","Gardnerville, NV 89410 ·",,,8450000.0, , , , ,Retail, ,"1362 U.S. Hwy 395 N, Gardnerville, NV 89410, USA","['38.9370674', '-119.7417809', '0.0']",38.9370674,-119.7417809,0.0
5738,"8950 West Charleston Boulevard, Las Vegas, NV, 89117","Las Vegas, NV 89117 ·",,,7950000.0, , , ,1.14 AC,Retail,2003,"8950 W Charleston Blvd, Las Vegas, NV 89117, USA","['36.1595657', '-115.2905186', '0.0']",36.1595657,-115.2905186,0.0
5739,"8905 Post, 8945 Post, 8930 Sunset, Las Vegas, NV, 89148","Las Vegas, NV 89148 ·",,,28040000.0, ,91501, ,6.27 AC,Office, ,"8930 W Sunset Rd, Las Vegas, NV 89148, USA","['36.071872', '-115.2871386', '0.0']",36.071872,-115.2871386,0.0
5740,"US HWY 50 & Enterprise Way, Dayton, NV, 89403","Dayton, NV 89403 ·",,,4585397.5, , , ,"1.45 - 2,000 AC",Land, ,"US-50 & Enterprise Way, Dayton, NV 89403, USA","['39.2774876', '-119.5588757', '0.0']",39.2774876,-119.5588757,0.0
5741,"5105 S. Fort Apache Road, Las Vegas, NV, 89148","Las Vegas, NV 89148 ·",,,12000000.0, , , ,4.07 AC,Retail,2008,"5105 S Fort Apache Rd, Las Vegas, NV 89148, USA","['36.0946152', '-115.2977348', '0.0']",36.0946152,-115.2977348,0.0
5742,"3630 & 3870 Linda Street, Pahrump, NV, 89060","Pahrump, NV 89060 ·",,,3500000.0, , , ,75.64 AC,Land, ,"3870 N Linda St #3630, Pahrump, NV 89060, USA","['36.2765321', '-116.0349808', '0.0']",36.2765321,-116.0349808,0.0
5743,"5425 S Valley View Blvd, Las Vegas, NV, 89118","Las Vegas, NV 89118 ·",,,3250000.0, ,23000,1,"48,352 SF",Industrial,1993,"5425 S Valley View Blvd, Las Vegas, NV 89118, USA","['36.0915277', '-115.1904907', '0.0']",36.0915277,-115.1904907,0.0
5744,"9300-9350 Sun City Blvd, Las Vegas, NV, 89134","Las Vegas, NV 89134 ·",,,9554848.0, , , , ,Retail, ,"105, 9300 Sun City Blvd, Las Vegas, NV 89134, USA","['36.2114943', '-115.2975826', '0.0']",36.2114943,-115.2975826,0.0
5745,"I-395 South, Reno, NV, 89511","Reno, NV 89511 ·",,,4000000.0, , , ,20 - 66 AC,Land, ,"Reno, NV 89511, USA","['39.3809028', '-119.9277947', '0.0']",39.3809028,-119.9277947,0.0
5746,"530 Kresge Lane, Sparks, NV, 89431","Sparks, NV 89431 ·",,,3000000.0, ,19400,1,2.19 AC,Industrial,2016,"530 Kresge Ln, Sparks, NV 89431, USA","['39.5239869', '-119.7370033', '0.0']",39.5239869,-119.7370033,0.0
5747,"Dean Martin & Southern Highlands Pkwy, Las Vegas, NV, 89141","Las Vegas, NV 89141 ·",,,4238000.0, , , ,6.52 AC,Land, ,"Dean Martin Dr & Southern Highlands Pkwy, Enterprise, NV 89141, USA","['35.9781451', '-115.1849954', '0.0']",35.9781451,-115.1849954,0.0
5748,"10000 Covington Cross Dr, Las Vegas, NV, 89144","Las Vegas, NV 89144 ·",,,9246000.0, ,35867,1,5.04 AC,Office,1996,"10000 Covington Cross Dr, Las Vegas, NV 89144, USA","['36.1877187', '-115.3136686', '0.0']",36.1877187,-115.3136686,0.0
5749,"70 W Craig Rd, North Las Vegas, NV, 89032","North Las Vegas, NV 89032 ·",,,4500000.0, , , ,19.50 AC,Land, ,"70 W Craig Rd, North Las Vegas, NV 89031, USA","['36.2409275', '-115.1402332', '0.0']",36.2409275,-115.1402332,0.0
5750,"Main Street / Stock & Miller Lane, Fernley, NV, 89408","Fernley, NV 89408 ·",,,5000000.0, , , ,81.76 AC,Land, ,"80 E Main St, Fernley, NV 89408, USA","['39.6078221', '-119.2497618', '0.0']",39.6078221,-119.2497618,0.0
5751,"8360 N Decatur Blvd, Las Vegas, NV, 89131","Las Vegas, NV 89131 ·",,,5000000.0, , ,1,2.07 AC,Retail,2007,"8360 N Decatur Blvd, Las Vegas, NV 89131, USA","['36.3128043', '-115.2060064', '0.0']",36.3128043,-115.2060064,0.0
5752,"Winnemucca Ranch Road & Pyramid Highway, Reno, NV, 89510","Reno, NV 89510 ·",,,5700000.0, , , ,"1,853 AC",Agricultural, ,"Pyramid Hwy & Winnemucca Ranch Rd, Nevada 89510, USA","['39.7688802', '-119.6852324', '0.0']",39.7688802,-119.6852324,0.0
5753,"348 N. Nellis Blvd., Las Vegas, NV, 89110","Las Vegas, NV 89110 ·",,,14980000.0, , ,1,6.54 SF,Retail,1978,"348 N Nellis Blvd, Las Vegas, NV 89110, USA","['36.1662544', '-115.0617279', '0.0']",36.1662544,-115.0617279,0.0
5754,6360,"Las Vegas, NV 89103 ·",,,11800000.0, , ,1,4.90 SF,Retail,1989,"6415 Universal Ave, Kansas City, MO 64120, USA","['39.1292626', '-94.50697919999999', '0.0']",39.1292626,-94.50697919999999,0.0
5755,"8918 Spanish Ridge Ave., Las Vegas, NV, 89148","Las Vegas, NV 89148 ·",,,7650000.0, ,41385,2,2.25 AC,Office,2007,"8918 Spanish Ridge Ave, Las Vegas, NV 89113, USA","['36.0920713', '-115.2866293', '0.0']",36.0920713,-115.2866293,0.0
5756,"3033 W. Ford Ave., Las Vegas, NV, 89139","Las Vegas, NV 89139 ·",,,3000000.0, ,6000, ,4.74 AC,Retail, ,"3033 W Ford Ave, Las Vegas, NV 89139, USA","['36.0311709', '-115.1815746', '0.0']",36.0311709,-115.1815746,0.0
5757,"600 Whitney Ranch Dr., Bldgs A & B, Henderson, NV, 89014","Henderson, NV 89014 ·",,,3700000.0, ,23929, ,2.37 AC,Office,1992,"600 Whitney Ranch Dr Bldgs A & B, Henderson, NV 89014, USA","['36.0642565', '-115.0510011', '0.0']",36.0642565,-115.0510011,0.0
5758,"3405 Citrus, Silver Springs, NV, 89429","Silver Springs, NV 89429 ·",,,7043652.0, , , ,98 AC,Land, ,"3405 Citrus St, Silver Springs, NV 89429, USA","['39.39947', '-119.246679', '0.0']",39.39947,-119.246679,0.0
5759,"1671
W Horizon Ridge Pkwy, Henderson, NV, 89012","Henderson, NV 89012 ·",,,4947600.0, , , , ,Office,2008,"1671 W Horizon Ridge Pkwy, Henderson, NV 89012, USA","['36.0135167', '-115.0591563', '0.0']",36.0135167,-115.0591563,0.0
5760,"3100 N. Rancho Drive, Las Vegas, NV, 89130","Las Vegas, NV 89130 ·",,,4800000.0, , , ,21.35 AC,Land, ,"3100 N Rancho Dr, Las Vegas, NV 89130, USA","['36.215713', '-115.209052', '0.0']",36.215713,-115.209052,0.0
5761,"6655 Bermuda Rd, Las Vegas, NV, 89119","Las Vegas, NV 89119 ·",,,10300000.0, ,36000, ,1.92 AC,Office, ,"6655 Bermuda Rd, Las Vegas, NV 89119, USA","['36.0683268', '-115.1551723', '0.0']",36.0683268,-115.1551723,0.0
5762,"Nellis Blvd & Geist Ave, Las Vegas, NV, 89115","Las Vegas, NV 89115 ·",,,2357500.0, , , ,1.39 AC,Land, ,"N Nellis Blvd & Geist Ave, Sunrise Manor, NV 89115, USA","['36.2127882', '-115.0622904', '0.0']",36.2127882,-115.0622904,0.0
5763,"1400 Waltham Way, McCarran, NV, 89434","McCarran, NV 89434 ·",,,4523706.0, , , ,2.80 - 78.60 AC,Land, ,"1400 Waltham Way, McCarran, NV 89434, USA","['39.5561409', '-119.5319775', '0.0']",39.5561409,-119.5319775,0.0
5764,"4760 W Cactus Ave., Las Vegas, NV, 89141","Las Vegas, NV 89141 ·",,,4358000.0, ,13939, ,1.74 SF,Retail, ,"4760 W Cactus Ave, Las Vegas, NV 89141, USA","['35.9992716', '-115.2048022', '0.0']",35.9992716,-115.2048022,0.0
5765,"6501 W. Sunset Road, Las Vegas, NV, 89118","Las Vegas, NV 89118 ·",,,4725000.0, ,35000,1, ,Industrial,2017,"6501 W Sunset Rd, Las Vegas, NV 89118, USA","['36.070797', '-115.2328986', '0.0']",36.070797,-115.2328986,0.0
5766,"9600 Gateway Dr, Reno, NV, 89521","Reno, NV 89521 ·",,,3600000.0, ,15672,2,1.26 AC,Office,2004,"9600 Gateway Dr, Reno, NV 89521, USA","['39.4434437', '-119.762057', '0.0']",39.4434437,-119.762057,0.0
5767,"NEC Highway 160 & Basin, Pahrump, NV, 89060","Pahrump, NV 89060 ·",,,5200000.0, , , ,7.53 AC,Land, ,"NV-160 & E Basin Ave, Pahrump, NV 89048, USA","['36.219588', '-115.99408', '0.0']",36.219588,-115.99408,0.0
5768,"520 & 522 East Lake Mead Parkway, Henderson, NV, 89015","Henderson, NV 89015 ·",,,6500000.0, ,38185, , ,Office,1999,"522 E Lake Mead Pkwy #520, Henderson, NV 89015, USA","['36.0435828', '-114.9743734', '0.0']",36.0435828,-114.9743734,0.0
5769,"6505 W. Sunset Road, Las Vegas, NV, 89118","Las Vegas, NV 89118 ·",,,3037500.0, ,22500,1, ,Industrial,2017,"6505 W Sunset Rd, Las Vegas, NV 89118, USA","['36.0708517', '-115.2329984', '0.0']",36.0708517,-115.2329984,0.0
5770,"Mount Hood and Alto, Las Vegas, NV, 89156","Las Vegas, NV 89156 ·",,,3500000.0, , , ,15.05 AC,Land, ,"Mt Hood St & Alto Ave, Sunrise Manor, NV 89156, USA","['36.2105948', '-115.0351414', '0.0']",36.2105948,-115.0351414,0.0
5771,"State Hwy 80/Interstate 427, Fernley, NV, 89408","Fernley, NV 89408 ·",,,13503600.0, , , ,62 AC,Land, ,"I-80, Fernley, NV 89408, USA","['39.6617712', '-119.1516419', '0.0']",39.6617712,-119.1516419,0.0
5772,"155 Glendale Ave, Sparks, NV, 89431","Sparks, NV 89431 ·",,,5400000.0, ,56892, ,3.30 AC,Industrial,1982,"155 Glendale Ave, Sparks, NV 89431, USA","['39.5269607', '-119.7446669', '0.0']",39.5269607,-119.7446669,0.0
5773,"921 S Las Vegas Blvd, Las Vegas, NV, 89101","Las Vegas, NV 89101 ·",,,4000000.0, ,16000,2,0.53 AC,Office,1978,"921 S Las Vegas Blvd, Las Vegas, NV 89101, USA","['36.1592541', '-115.1468112', '0.0']",36.1592541,-115.1468112,0.0
5774,"6060 S. Fort Apache Road, Las Vegas, NV, 89148","Las Vegas, NV 89148 ·",,,7875000.0, ,45000,3,2.68 AC,Office, ,"6060 S Fort Apache Rd, Las Vegas, NV 89148, USA","['36.078619', '-115.296056', '0.0']",36.078619,-115.296056,0.0
5775,"Bullion Road and Eureka Lane, Dayton, NV, 89403","Dayton, NV 89403 ·",,,6300000.0, , , ,950 AC,Land, ,"Bullion Rd & Eureka Ln, Dayton, NV 89403, USA","['39.2770777', '-119.5090562', '0.0']",39.2770777,-119.5090562,0.0
5776,"Damonte Rach @ Double R, Reno, NV, 89521","Reno, NV 89521 ·",,,5019419.0, , , ,5.01 AC,Land, ,"Damonte Ranch Pkwy & Double R Blvd, Reno, NV 89521, USA","['39.4241225', '-119.7486707', '0.0']",39.4241225,-119.7486707,0.0
5777,"2920 Green Valley Pkwy. Building 5, Henderson, NV, 89014","Henderson, NV 89014 ·",,,3448000.0, ,27584,2,1.91 AC,Office,1995,"2920 N Green Valley Pkwy #5, Henderson, NV 89014, USA","['36.0762739', '-115.0809367', '0.0']",36.0762739,-115.0809367,0.0
5778,"Blue Diamond between Durango & Fort Apache, Las Vegas, NV, 89148","Las Vegas, NV 89148 ·",,,3200000.0, , , ,5 AC,Land, ,"9125 S Durango Dr, Las Vegas, NV 89113, USA","['36.0223418', '-115.2803592', '0.0']",36.0223418,-115.2803592,0.0
5779,"Stewart Ranch Road, Hiko, NV, 89017","Hiko, NV 89017 ·",,,3600000.0, , , ,"1,692 AC",Agricultural, ,"Stewart Ranch Rd, Hiko, NV 89017, USA","['37.613597', '-115.2234269', '0.0']",37.613597,-115.2234269,0.0
5780,"2900 Research Way, Carson City, NV, 89706","Carson City, NV 89706 ·",,,7000000.0, ,39411,1,4.64 AC,Retail,2007,"2900 Research Way, Carson City, NV 89706, USA","['39.1858081', '-119.7475806', '0.0']",39.1858081,-119.7475806,0.0
5781,"NEC Las Vegas Blvd & Pyle Ave, Las Vegas, NV, 89183","Las Vegas, NV 89183 ·",,,5250000.0, , , ,5.01 AC,Land, ,"E Pyle Ave & S Las Vegas Blvd, Enterprise, NV 89183, USA","['36.0064704', '-115.1725041', '0.0']",36.0064704,-115.1725041,0.0
5782,"8030 West Maule Avenue, Las Vegas, NV, 89113","Las Vegas, NV 89113 ·",,,18900000.0, , , ,15 AC,Land, ,"8030 W Maule Ave, Las Vegas, NV 89113, USA","['36.0630123', '-115.265461', '0.0']",36.0630123,-115.265461,0.0
5783,"4175 N LAS VEGAS BLVD, Las Vegas, NV, 89115","Las Vegas, NV 89115 ·",,,3100000.0, , , ,8.92 AC,Land, ,"4175 Las Vegas Blvd N, Las Vegas, NV 89115, USA","['36.2361999', '-115.062794', '0.0']",36.2361999,-115.062794,0.0
5784,7800,"Las Vegas, NV 89149 ·",,,6350000.0, , , ,3.28 AC,Retail, ,"7800 Metcalf Ave, Overland Park, KS 66204, USA","['38.9873324', '-94.66811390000001', '0.0']",38.9873324,-94.66811390000001,0.0
5785,"1000 N Stephanie Pl, Henderson, NV, 89014","Henderson, NV 89014 ·",,,5660480.0, ,59584,1,3.30 AC,Industrial,1997,"1000 Stephanie Pl, Henderson, NV 89014, USA","['36.0796009', '-115.0455797', '0.0']",36.0796009,-115.0455797,0.0
5786,"1701 Charleston Boulevard, Las Vegas, NV, 89102","Las Vegas, NV 89102 ·",,,16500000.0, ,88725,6,2.88 AC,Office,1973,"1701 W Charleston Blvd, Las Vegas, NV 89102, USA","['36.157797', '-115.1638112', '0.0']",36.157797,-115.1638112,0.0
5787,"8900 Lakeside Drive, Reno, NV, 89511","Reno, NV 89511 ·",,,4850000.0, , , ,72.80 AC,Land, ,"8900 Lakeside Dr, Reno, NV 89511, USA","['39.4418275', '-119.8126148', '0.0']",39.4418275,-119.8126148,0.0
5788,"4735 & 4755 Deckow Lane, Las Vegas, NV, 89169","Las Vegas, NV 89169 ·",,,5000000.0, ,22552,3,0.84 AC,Hotel & Motel,1985,"4755 Deckow Ln #4735, Las Vegas, NV 89169, USA","['36.1035022', '-115.1631164', '0.0']",36.1035022,-115.1631164,0.0
5789,"7290 W Lake Mead Blvd, Las Vegas, NV, 89128","Las Vegas, NV 89128 ·",,,15500000.0, ,90373, ,8.49 AC,Retail,1990,"7290 W Lake Mead Blvd, Las Vegas, NV 89128, USA","['36.1965204', '-115.2507429', '0.0']",36.1965204,-115.2507429,0.0
5790,"4011 East Sunset Road, Henderson, NV, 89014","Henderson, NV 89014 ·",,,3100000.0, ,23717, ,1.93 AC,Retail, ,"4011 E Sunset Rd, Henderson, NV 89014, USA","['36.0703403', '-115.0863772', '0.0']",36.0703403,-115.0863772,0.0
5791,"178-02-201-003, Henderson, NV, 89011","Henderson, NV 89011 ·",,,4500000.0, , , ,5.66 AC,Land, ,"Henderson, NV 89011, USA","['36.1036262', '-114.939821', '0.0']",36.1036262,-114.939821,0.0
5792,"450 Arlington Ave, Reno, NV, 89503","Reno, NV 89503 ·",,,12000000.0,300,197184,19,1.26 AC,Multifamily,1976,"450 N Arlington Ave, Reno, NV 89503, USA","['39.5302903', '-119.817996', '0.0']",39.5302903,-119.817996,0.0
5793,"6900 S. Buffalo, Las Vegas, NV, 89113","Las Vegas, NV 89113 ·",,,12500000.0, , , ,14.50 AC,Land, ,"6900 S Buffalo Dr, Las Vegas, NV 89113, USA","['36.0615447', '-115.2606812', '0.0']",36.0615447,-115.2606812,0.0
5794,"3225 Mill Street, Reno, NV, 89502","Reno, NV 89502 ·",,,4000000.0, ,35904, ,3.23 AC,Retail, ,"3225 Mill St, Reno, NV 89502, USA","['39.5181533', '-119.7707421', '0.0']",39.5181533,-119.7707421,0.0
5795,"10765 Double R Blvd, Reno, NV, 89521","Reno, NV 89521 ·",,,3650000.0, ,15542,2,"40,412 SF",Office,2007,"10765 Double R Blvd, Reno, NV 89521, USA","['39.4258862', '-119.7535975', '0.0']",39.4258862,-119.7535975,0.0
5796,"908 Jacks Valley Road, Carson City, NV, 89705","Carson City, NV 89705 ·",,,5425000.0, , , ,12.42 AC,Land, ,"908 Jacks Valley Rd, Carson City, NV 89705, USA","['39.1009839', '-119.779012', '0.0']",39.1009839,-119.779012,0.0
5797,"3636 Mayberry Dr, Reno, NV, 89509","Reno, NV 89509 ·",,,3950000.0, ,9749,3,3.77 AC,Office,1900,"3636 Mayberry Dr, Reno, NV 89509, USA","['39.5061304', '-119.8569985', '0.0']",39.5061304,-119.8569985,0.0
5798,"4020-4080 East Russell Road, Las Vegas, NV, 89120","Las Vegas, NV 89120 ·",,,5250000.0, ,48500, ,4.10 AC,Special Purpose, ,"4020 E Russell Rd, Las Vegas, NV 89120, USA","['36.0859025', '-115.086493', '0.0']",36.0859025,-115.086493,0.0
